ortho	lemme	cgram
rapetassés	rapetasser	VER
rapetissaient	rapetisser	VER
rapetissais	rapetisser	VER
rapetissait	rapetisser	VER
rapetissant	rapetisser	VER
rapetisse	rapetisser	VER
rapetissement	rapetissement	NOM
rapetissent	rapetisser	VER
rapetisser	rapetisser	VER
rapetissera	rapetisser	VER
rapetissez	rapetisser	VER
rapetissons	rapetisser	VER
rapetissèrent	rapetisser	VER
rapetissé	rapetisser	VER
rapetissée	rapetisser	VER
rapetissées	rapetisser	VER
rapetissés	rapetisser	VER
raphaélesque	raphaélesque	ADJ
raphia	raphia	NOM
raphé	raphé	NOM
rapiat	rapiat	ADJ
rapiat	rapiat	NOM
rapiater	rapiater	VER
rapiaterie	rapiaterie	NOM
rapiats	rapiat	NOM
rapide	rapide	ADJ
rapide	rapide	NOM
rapidement	rapidement	ADV
rapides	rapide	ADJ
rapides	rapide	NOM
rapidité	rapidité	NOM
rapidités	rapidité	NOM
rapidos	rapidos	ADV
rapin	rapin	NOM
rapine	rapine	NOM
rapinent	rapiner	VER
rapines	rapine	NOM
rapins	rapin	NOM
rapinés	rapiner	VER
rapière	rapière	NOM
rapiécer	rapiécer	VER
rapiécerait	rapiécer	VER
rapiécé	rapiécer	VER
rapiécée	rapiécer	VER
rapiécées	rapiécer	VER
rapiécés	rapiécer	VER
rapiéçage	rapiéçage	NOM
rapiéçages	rapiéçage	NOM
raplapla	raplapla	ADJ
rapointir	rapointir	VER
rappel	rappel	NOM
rappela	rappeler	VER
rappelai	rappeler	VER
rappelaient	rappeler	VER
rappelais	rappeler	VER
rappelait	rappeler	VER
rappelant	rappeler	VER
rappeler	rappeler	VER
rappelez	rappeler	VER
rappeliez	rappeler	VER
rappelions	rappeler	VER
rappelle	rappeler	VER
rappellent	rappeler	VER
rappellera	rappeler	VER
rappellerai	rappeler	VER
rappelleraient	rappeler	VER
rappellerais	rappeler	VER
rappellerait	rappeler	VER
rappelleras	rappeler	VER
rappellerez	rappeler	VER
rappelleriez	rappeler	VER
rappellerons	rappeler	VER
rappelleront	rappeler	VER
rappelles	rappeler	VER
rappelons	rappeler	VER
rappels	rappel	NOM
rappelâmes	rappeler	VER
rappelât	rappeler	VER
rappelèrent	rappeler	VER
rappelé	rappeler	VER
rappelé	rappelé	ADJ
rappelée	rappeler	VER
rappelée	rappelé	ADJ
rappelés	rappeler	VER
rappelés	rappelé	ADJ
rapper	rapper	VER
rappeur	rappeur	NOM
rappeurs	rappeur	NOM
rappeuse	rappeur	NOM
rappliqua	rappliquer	VER
rappliquaient	rappliquer	VER
rappliquais	rappliquer	VER
rappliquait	rappliquer	VER
rapplique	rappliquer	VER
rappliquent	rappliquer	VER
rappliquer	rappliquer	VER
rappliquera	rappliquer	VER
rappliquerais	rappliquer	VER
rappliquerait	rappliquer	VER
rappliqueriez	rappliquer	VER
rappliqueront	rappliquer	VER
rappliques	rappliquer	VER
rappliquez	rappliquer	VER
rappliquèrent	rappliquer	VER
rappliqué	rappliquer	VER
rapport	rapport	NOM
rapporta	rapporter	VER
rapportage	rapportage	NOM
rapportai	rapporter	VER
rapportaient	rapporter	VER
rapportais	rapporter	VER
rapportait	rapporter	VER
rapportant	rapporter	VER
rapporte	rapporter	VER
rapportent	rapporter	VER
rapporter	rapporter	VER
rapportera	rapporter	VER
rapporterai	rapporter	VER
rapporteraient	rapporter	VER
rapporterais	rapporter	VER
rapporterait	rapporter	VER
rapporteras	rapporter	VER
rapporterez	rapporter	VER
rapporteriez	rapporter	VER
rapporterons	rapporter	VER
rapporteront	rapporter	VER
rapportes	rapporter	VER
rapporteur	rapporteur	ADJ
rapporteur	rapporteur	NOM
rapporteurs	rapporteur	NOM
rapporteuse	rapporteur	ADJ
rapporteuse	rapporteur	NOM
rapporteuses	rapporteur	ADJ
rapporteuses	rapporteur	NOM
rapportez	rapporter	VER
rapportiez	rapporter	VER
rapportions	rapporter	VER
rapportons	rapporter	VER
rapports	rapport	NOM
rapportât	rapporter	VER
rapportèrent	rapporter	VER
rapporté	rapporter	VER
rapporté	rapporté	ADJ
rapportée	rapporter	VER
rapportée	rapporté	ADJ
rapportées	rapporter	VER
rapportées	rapporté	ADJ
rapportés	rapporter	VER
rapportés	rapporté	ADJ
rapprendre	rapprendre	VER
rappris	rapprendre	VER
rapprocha	rapprocher	VER
rapprochai	rapprocher	VER
rapprochaient	rapprocher	VER
rapprochais	rapprocher	VER
rapprochait	rapprocher	VER
rapprochant	rapprocher	VER
rapproche	rapprocher	VER
rapprochement	rapprochement	NOM
rapprochements	rapprochement	NOM
rapprochent	rapprocher	VER
rapprocher	rapprocher	VER
rapprochera	rapprocher	VER
rapprocherais	rapprocher	VER
rapprocherait	rapprocher	VER
rapprocheront	rapprocher	VER
rapprocheur	rapprocheur	NOM
rapprochez	rapprocher	VER
rapprochiez	rapprocher	VER
rapprochions	rapprocher	VER
rapprochons	rapprocher	VER
rapprochât	rapprocher	VER
rapprochèrent	rapprocher	VER
rapproché	rapprocher	VER
rapproché	rapproché	ADJ
rapprochée	rapprocher	VER
rapprochée	rapproché	ADJ
rapprochées	rapprocher	VER
rapprochées	rapproché	ADJ
rapprochés	rapprocher	VER
rapprochés	rapproché	ADJ
rappropriait	rapproprier	VER
rapsodie	rapsodie	NOM
rapt	rapt	NOM
rapts	rapt	NOM
raquaient	raquer	VER
raquait	raquer	VER
raque	raquer	VER
raquent	raquer	VER
raquer	raquer	VER
raques	raquer	VER
raquette	raquette	NOM
raquettes	raquette	NOM
raquez	raquer	VER
raquons	raquer	VER
raqué	raquer	VER
raquée	raquer	VER
raquées	raquer	VER
rare	rare	ADJ
rarement	rarement	ADV
rares	rare	ADJ
rareté	rareté	NOM
raretés	rareté	NOM
rarissime	rarissime	ADJ
rarissimement	rarissimement	ADV
rarissimes	rarissime	ADJ
raréfaction	raréfaction	NOM
raréfia	raréfier	VER
raréfiaient	raréfier	VER
raréfiait	raréfier	VER
raréfiant	raréfier	VER
raréfie	raréfier	VER
raréfient	raréfier	VER
raréfier	raréfier	VER
raréfièrent	raréfier	VER
raréfié	raréfier	VER
raréfié	raréfié	ADJ
raréfiée	raréfier	VER
raréfiée	raréfié	ADJ
raréfiées	raréfié	ADJ
raréfiés	raréfier	VER
ras	ras	ADJ
ras	ras	ADV
ras	ras	NOM
ras-le-bol	ras-le-bol	NOM
rasa	raser	VER
rasade	rasade	NOM
rasades	rasade	NOM
rasage	rasage	NOM
rasages	rasage	NOM
rasai	raser	VER
rasaient	raser	VER
rasais	raser	VER
rasait	raser	VER
rasant	rasant	ADJ
rasant	raser	VER
rasante	rasant	ADJ
rasantes	rasant	ADJ
rasants	rasant	ADJ
rascasse	rascasse	NOM
rascasses	rascasse	NOM
rase	ras	ADJ
rase	raser	VER
rase-mottes	rase-mottes	NOM
rase-pet	rase-pet	NOM
rase-pets	rase-pet	NOM
rasent	raser	VER
raser	raser	VER
rasera	raser	VER
raserai	raser	VER
raserais	raser	VER
raserait	raser	VER
raseras	raser	VER
raserez	raser	VER
raseront	raser	VER
rases	ras	ADJ
rases	raser	VER
raseur	raseur	ADJ
raseur	raseur	NOM
raseurs	raseur	ADJ
raseurs	raseur	NOM
raseuse	raseur	NOM
raseuses	raseur	NOM
rasez	raser	VER
rash	rash	NOM
rasibus	rasibus	ADV
rasiez	raser	VER
rasif	rasif	NOM
rasifs	rasif	NOM
rasoir	rasoir	ADJ
rasoir	rasoir	NOM
rasoirs	rasoir	NOM
rasons	raser	VER
rassasiaient	rassasier	VER
rassasiais	rassasier	VER
rassasiait	rassasier	VER
rassasiant	rassasiant	ADJ
rassasiant	rassasier	VER
rassasiantes	rassasiant	ADJ
rassasie	rassasier	VER
rassasient	rassasier	VER
rassasier	rassasier	VER
rassasieraient	rassasier	VER
rassasiez	rassasier	VER
rassasiât	rassasier	VER
rassasié	rassasier	VER
rassasié	rassasié	ADJ
rassasiée	rassasier	VER
rassasiée	rassasié	ADJ
rassasiées	rassasié	ADJ
rassasiés	rassasier	VER
rassasiés	rassasié	ADJ
rasse	rasse	NOM
rassembla	rassembler	VER
rassemblai	rassembler	VER
rassemblaient	rassembler	VER
rassemblais	rassembler	VER
rassemblait	rassembler	VER
rassemblant	rassembler	VER
rassemble	rassembler	VER
rassemblement	rassemblement	NOM
rassemblements	rassemblement	NOM
rassemblent	rassembler	VER
rassembler	rassembler	VER
rassemblera	rassembler	VER
rassemblerai	rassembler	VER
rassembleraient	rassembler	VER
rassemblerais	rassembler	VER
rassemblerait	rassembler	VER
rassembleras	rassembler	VER
rassemblerez	rassembler	VER
rassemblerons	rassembler	VER
rassembleront	rassembler	VER
rassembles	rassembler	VER
rassembleur	rassembleur	NOM
rassemblez	rassembler	VER
rassemblons	rassembler	VER
rassemblèrent	rassembler	VER
rassemblé	rassembler	VER
rassemblée	rassembler	VER
rassemblées	rassembler	VER
rassemblés	rassembler	VER
rasseoir	rasseoir	VER
rasseyaient	rasseoir	VER
rasseyais	rasseoir	VER
rasseyait	rasseoir	VER
rasseyant	rasseoir	VER
rasseyent	rasseoir	VER
rasseyez	rasseoir	VER
rasseyons	rasseoir	VER
rassied	rasseoir	VER
rassieds	rasseoir	VER
rassir	rassir	VER
rassirent	rasseoir	VER
rassis	rasseoir	VER
rassis	rassis	ADJ
rassise	rasseoir	VER
rassise	rassis	ADJ
rassit	rasseoir	VER
rassoie	rasseoir	VER
rassoient	rasseoir	VER
rassoies	rasseoir	VER
rassois	rasseoir	VER
rassoit	rasseoir	VER
rassortiment	rassortiment	NOM
rassortir	rassortir	VER
rassoté	rassoter	VER
rassoyait	rasseoir	VER
rassura	rassurer	VER
rassurai	rassurer	VER
rassuraient	rassurer	VER
rassurais	rassurer	VER
rassurait	rassurer	VER
rassurant	rassurant	ADJ
rassurant	rassurer	VER
rassurante	rassurant	ADJ
rassurantes	rassurant	ADJ
rassurants	rassurant	ADJ
rassure	rassurer	VER
rassurement	rassurement	NOM
rassurent	rassurer	VER
rassurer	rassurer	VER
rassurera	rassurer	VER
rassurerait	rassurer	VER
rassureront	rassurer	VER
rassures	rassurer	VER
rassurez	rassurer	VER
rassuriez	rassurer	VER
rassurons	rassurer	VER
rassurâmes	rassurer	VER
rassurât	rassurer	VER
rassurèrent	rassurer	VER
rassuré	rassurer	VER
rassurée	rassurer	VER
rassurées	rassurer	VER
rassurés	rassurer	VER
rassérène	rasséréner	VER
rasséréna	rasséréner	VER
rassérénai	rasséréner	VER
rassérénait	rasséréner	VER
rassérénant	rasséréner	VER
rasséréner	rasséréner	VER
rassérénera	rasséréner	VER
rasséréné	rasséréner	VER
rassérénée	rasséréner	VER
rassérénées	rasséréner	VER
rassérénés	rasséréner	VER
rasta	rasta	NOM
rastafari	rastafari	ADJ
rastafari	rastafari	NOM
rastaquouère	rastaquouère	NOM
rastaquouères	rastaquouère	NOM
rastas	rasta	NOM
rasèrent	raser	VER
rasé	raser	VER
rasée	raser	VER
rasées	raser	VER
rasés	raser	VER
rat	rat	NOM
rat-de-cave	rat-de-cave	NOM
rata	rata	NOM
rata	rater	VER
ratafia	ratafia	NOM
ratage	ratage	NOM
ratages	ratage	NOM
ratai	rater	VER
rataient	rater	VER
ratais	rater	VER
ratait	rater	VER
ratant	rater	VER
rataplan	rataplan	ONO
ratatinai	ratatiner	VER
ratatinaient	ratatiner	VER
ratatinais	ratatiner	VER
ratatinait	ratatiner	VER
ratatine	ratatiner	VER
ratatinent	ratatiner	VER
ratatiner	ratatiner	VER
ratatinerait	ratatiner	VER
ratatineront	ratatiner	VER
ratatiné	ratatiner	VER
ratatiné	ratatiné	ADJ
ratatinée	ratatiner	VER
ratatinée	ratatiné	ADJ
ratatinées	ratatiner	VER
ratatinées	ratatiné	ADJ
ratatinés	ratatiner	VER
ratatinés	ratatiné	ADJ
ratatouille	ratatouille	NOM
ratatouilles	ratatouille	NOM
rate	rate	NOM
rate	rater	VER
ratent	rater	VER
rater	rater	VER
ratera	rater	VER
raterai	rater	VER
raterais	rater	VER
raterait	rater	VER
rateras	rater	VER
raterez	rater	VER
rateriez	rater	VER
raterons	rater	VER
rateront	rater	VER
rates	rate	NOM
rates	rater	VER
ratez	rater	VER
ratiboisaient	ratiboiser	VER
ratiboisait	ratiboiser	VER
ratiboiser	ratiboiser	VER
ratiboises	ratiboiser	VER
ratiboisé	ratiboiser	VER
ratiboisés	ratiboiser	VER
ratiche	ratiche	NOM
ratiches	ratiche	NOM
ratichon	ratichon	NOM
ratichons	ratichon	NOM
raticide	raticide	NOM
ratier	ratier	NOM
ratiez	rater	VER
ratifia	ratifier	VER
ratifiant	ratifier	VER
ratification	ratification	NOM
ratifie	ratifier	VER
ratifient	ratifier	VER
ratifier	ratifier	VER
ratifieront	ratifier	VER
ratifié	ratifier	VER
ratifiée	ratifier	VER
ratifiés	ratifier	VER
ratine	ratine	NOM
ratio	ratio	NOM
ratiocinait	ratiociner	VER
ratiocinant	ratiociner	VER
ratiocination	ratiocination	NOM
ratiocinations	ratiocination	NOM
ratiocineur	ratiocineur	NOM
ration	ration	NOM
rational	rational	NOM
rationalisation	rationalisation	NOM
rationalise	rationaliser	VER
rationaliser	rationaliser	VER
rationalisez	rationaliser	VER
rationalisme	rationalisme	NOM
rationaliste	rationaliste	ADJ
rationaliste	rationaliste	NOM
rationalistes	rationaliste	ADJ
rationalistes	rationaliste	NOM
rationalisé	rationaliser	VER
rationalisée	rationalisé	ADJ
rationalité	rationalité	NOM
rationne	rationner	VER
rationnel	rationnel	ADJ
rationnel	rationnel	NOM
rationnelle	rationnel	ADJ
rationnellement	rationnellement	ADV
rationnelles	rationnel	ADJ
rationnels	rationnel	ADJ
rationnels	rationnel	NOM
rationnement	rationnement	NOM
rationner	rationner	VER
rationnez	rationner	VER
rationné	rationner	VER
rationnée	rationner	VER
rationnées	rationner	VER
rationnés	rationner	VER
rations	ration	NOM
rations	rater	VER
ratissa	ratisser	VER
ratissage	ratissage	NOM
ratissaient	ratisser	VER
ratissais	ratisser	VER
ratissait	ratisser	VER
ratissant	ratisser	VER
ratisse	ratisser	VER
ratissent	ratisser	VER
ratisser	ratisser	VER
ratisserai	ratisser	VER
ratisseront	ratisser	VER
ratisseur	ratisseur	ADJ
ratissez	ratisser	VER
ratissons	ratisser	VER
ratissé	ratisser	VER
ratissée	ratisser	VER
ratissées	ratisser	VER
ratissés	ratisser	VER
ratite	ratite	NOM
ratites	ratite	NOM
ratière	ratière	NOM
ratières	ratière	NOM
raton	raton	NOM
ratonnade	ratonnade	NOM
ratonnades	ratonnade	NOM
ratonnent	ratonner	VER
ratonner	ratonner	VER
ratons	rater	VER
ratons	raton	NOM
rats	rat	NOM
rattacha	rattacher	VER
rattachaient	rattacher	VER
rattachais	rattacher	VER
rattachait	rattacher	VER
rattachant	rattacher	VER
rattache	rattacher	VER
rattachement	rattachement	NOM
rattachent	rattacher	VER
rattacher	rattacher	VER
rattachera	rattacher	VER
rattacherait	rattacher	VER
rattachez	rattacher	VER
rattachions	rattacher	VER
rattachons	rattacher	VER
rattachât	rattacher	VER
rattaché	rattacher	VER
rattachée	rattacher	VER
rattachées	rattacher	VER
rattachés	rattacher	VER
ratte	ratte	NOM
rattrapa	rattraper	VER
rattrapage	rattrapage	NOM
rattrapages	rattrapage	NOM
rattrapai	rattraper	VER
rattrapaient	rattraper	VER
rattrapais	rattraper	VER
rattrapait	rattraper	VER
rattrapant	rattraper	VER
rattrape	rattraper	VER
rattrapent	rattraper	VER
rattraper	rattraper	VER
rattrapera	rattraper	VER
rattraperai	rattraper	VER
rattraperaient	rattraper	VER
rattraperais	rattraper	VER
rattraperait	rattraper	VER
rattraperas	rattraper	VER
rattraperez	rattraper	VER
rattraperons	rattraper	VER
rattraperont	rattraper	VER
rattrapes	rattraper	VER
rattrapez	rattraper	VER
rattrapiez	rattraper	VER
rattrapions	rattraper	VER
rattrapons	rattraper	VER
rattrapât	rattraper	VER
rattrapèrent	rattraper	VER
rattrapé	rattraper	VER
rattrapée	rattraper	VER
rattrapées	rattraper	VER
rattrapés	rattraper	VER
ratura	raturer	VER
raturai	raturer	VER
raturais	raturer	VER
raturait	raturer	VER
rature	rature	NOM
rature	raturer	VER
raturer	raturer	VER
ratures	rature	NOM
raturé	raturer	VER
raturée	raturer	VER
raturées	raturer	VER
raturés	raturer	VER
ratèrent	rater	VER
raté	rater	VER
raté	raté	ADJ
raté	raté	NOM
ratée	rater	VER
ratée	raté	ADJ
ratée	raté	NOM
ratées	rater	VER
ratées	raté	ADJ
ratées	raté	NOM
ratés	rater	VER
ratés	raté	ADJ
ratés	raté	NOM
raucité	raucité	NOM
rauqua	rauquer	VER
rauque	rauque	ADJ
rauque	rauquer	VER
rauquement	rauquement	NOM
rauques	rauque	ADJ
ravage	ravage	NOM
ravage	ravager	VER
ravagea	ravager	VER
ravageaient	ravager	VER
ravageais	ravager	VER
ravageait	ravager	VER
ravageant	ravageant	ADJ
ravageante	ravageant	ADJ
ravagent	ravager	VER
ravager	ravager	VER
ravagera	ravager	VER
ravagerai	ravager	VER
ravageraient	ravager	VER
ravages	ravage	NOM
ravages	ravager	VER
ravageur	ravageur	ADJ
ravageur	ravageur	NOM
ravageurs	ravageur	ADJ
ravageurs	ravageur	NOM
ravageuse	ravageur	ADJ
ravageuse	ravageur	NOM
ravageuses	ravageur	ADJ
ravageuses	ravageur	NOM
ravagez	ravager	VER
ravagèrent	ravager	VER
ravagé	ravager	VER
ravagé	ravagé	ADJ
ravagée	ravager	VER
ravagée	ravagé	ADJ
ravagées	ravager	VER
ravagées	ravagé	ADJ
ravagés	ravager	VER
ravagés	ravagé	ADJ
raval	raval	NOM
ravala	ravaler	VER
ravalai	ravaler	VER
ravalaient	ravaler	VER
ravalais	ravaler	VER
ravalait	ravaler	VER
ravalant	ravaler	VER
ravale	ravaler	VER
ravalement	ravalement	NOM
ravalent	ravaler	VER
ravaler	ravaler	VER
ravalera	ravaler	VER
ravaleront	ravaler	VER
ravales	ravaler	VER
ravaleur	ravaleur	NOM
ravalez	ravaler	VER
ravalons	ravaler	VER
ravalât	ravaler	VER
ravalé	ravaler	VER
ravalée	ravaler	VER
ravalées	ravaler	VER
ravalés	ravaler	VER
ravaudage	ravaudage	NOM
ravaudait	ravauder	VER
ravaudant	ravauder	VER
ravaude	ravauder	VER
ravauder	ravauder	VER
ravaudé	ravauder	VER
ravaudées	ravauder	VER
ravaudés	ravauder	VER
rave	rave	NOM
ravenelles	ravenelle	NOM
ravennate	ravennate	ADJ
raves	rave	NOM
ravi	ravi	ADJ
ravi	ravi	NOM
ravi	ravir	VER
ravie	ravi	ADJ
ravie	ravir	VER
ravier	ravier	NOM
raviers	ravier	NOM
ravies	ravi	ADJ
ravies	ravir	VER
ravigotait	ravigoter	VER
ravigotant	ravigotant	ADJ
ravigotants	ravigotant	ADJ
ravigote	ravigote	NOM
ravigoter	ravigoter	VER
ravin	ravin	NOM
ravina	raviner	VER
ravinaient	raviner	VER
ravinant	raviner	VER
ravine	ravine	NOM
ravine	raviner	VER
ravinement	ravinement	NOM
ravinements	ravinement	NOM
ravinent	raviner	VER
raviner	raviner	VER
ravines	ravine	NOM
ravins	ravin	NOM
raviné	raviner	VER
ravinée	raviner	VER
ravinées	raviner	VER
ravinés	raviner	VER
ravioli	ravioli	NOM
raviolis	ravioli	NOM
ravir	ravir	VER
ravirait	ravir	VER
ravirent	ravir	VER
raviront	ravir	VER
ravis	ravi	ADJ
ravis	ravir	VER
ravisa	raviser	VER
ravisais	raviser	VER
ravisait	raviser	VER
ravisant	raviser	VER
ravise	raviser	VER
ravisent	raviser	VER
raviser	raviser	VER
ravisera	raviser	VER
raviserais	raviser	VER
ravises	raviser	VER
ravisez	raviser	VER
ravissaient	ravir	VER
ravissait	ravir	VER
ravissant	ravir	VER
ravissant	ravissant	ADJ
ravissante	ravissant	ADJ
ravissantes	ravissant	ADJ
ravissants	ravissant	ADJ
ravisse	ravir	VER
ravissement	ravissement	NOM
ravissements	ravissement	NOM
ravissent	ravir	VER
ravisseur	ravisseur	NOM
ravisseurs	ravisseur	NOM
ravisseuse	ravisseur	NOM
ravisé	raviser	VER
ravisée	raviser	VER
ravit	ravir	VER
ravitaillaient	ravitailler	VER
ravitaillait	ravitailler	VER
ravitaille	ravitailler	VER
ravitaillement	ravitaillement	NOM
ravitaillements	ravitaillement	NOM
ravitaillent	ravitailler	VER
ravitailler	ravitailler	VER
ravitaillera	ravitailler	VER
ravitaillerait	ravitailler	VER
ravitailleras	ravitailler	VER
ravitaillerez	ravitailler	VER
ravitailleur	ravitailleur	NOM
ravitailleurs	ravitailleur	NOM
ravitailleuse	ravitailleur	NOM
ravitaillons	ravitailler	VER
ravitaillé	ravitailler	VER
ravitaillée	ravitailler	VER
ravitaillées	ravitailler	VER
ravitaillés	ravitailler	VER
raviva	raviver	VER
ravivaient	raviver	VER
ravivait	raviver	VER
ravivant	raviver	VER
ravive	raviver	VER
ravivement	ravivement	NOM
ravivent	raviver	VER
raviver	raviver	VER
ravivez	raviver	VER
ravivât	raviver	VER
ravivé	raviver	VER
ravivée	raviver	VER
ravoir	ravoir	VER
ray-grass	ray-grass	NOM
raya	rayer	VER
rayables	rayable	ADJ
rayaient	rayer	VER
rayait	rayer	VER
rayant	rayer	VER
raye	rayer	VER
rayent	rayer	VER
rayer	rayer	VER
rayera	rayer	VER
rayerai	rayer	VER
rayerais	rayer	VER
rayeras	rayer	VER
rayeront	rayer	VER
rayez	rayer	VER
rayions	rayer	VER
rayon	rayon	NOM
rayon-éclair	rayon-éclair	NOM
rayonna	rayonner	VER
rayonnage	rayonnage	NOM
rayonnages	rayonnage	NOM
rayonnaient	rayonner	VER
rayonnais	rayonner	VER
rayonnait	rayonner	VER
rayonnant	rayonnant	ADJ
rayonnant	rayonner	VER
rayonnante	rayonnant	ADJ
rayonnantes	rayonnant	ADJ
rayonnants	rayonnant	ADJ
rayonne	rayon	NOM
rayonne	rayonner	VER
rayonnement	rayonnement	NOM
rayonnements	rayonnement	NOM
rayonnent	rayonner	VER
rayonner	rayonner	VER
rayonnera	rayonner	VER
rayonnerait	rayonner	VER
rayonnes	rayonner	VER
rayonneur	rayonneur	NOM
rayonnez	rayonner	VER
rayonné	rayonner	VER
rayons	rayer	VER
rayons	rayon	NOM
rayure	rayure	NOM
rayures	rayure	NOM
rayât	rayer	VER
rayé	rayer	VER
rayé	rayé	ADJ
rayée	rayer	VER
rayée	rayé	ADJ
rayées	rayer	VER
rayées	rayé	ADJ
rayés	rayer	VER
rayés	rayé	ADJ
raz	raz	NOM
raz-de-marée	raz-de-marée	NOM
razzia	razzia	NOM
razziais	razzier	VER
razzias	razzia	NOM
razzier	razzier	VER
raïa	raïa	NOM
raïs	raïs	NOM
re	r	ADV
re-aboie	reaboyer	VER
re-balbutiant	rebalbutiant	ADJ
re-baptême	rebaptême	NOM
re-belote	re-belote	ONO
re-biberonner	rebiberonner	VER
re-bide	rebide	NOM
re-blinder	reblinder	VER
re-bombardons	rebombardon	NOM
re-boucler	reboucler	VER
re-cabossé	recabosser	VER
re-café	recafé	ADJ
re-cailloux	recailloux	NOM
re-calibrais	recalibrer	VER
re-cassée	recasser	VER
re-chanteur	rechanteur	NOM
re-chiader	rechiader	VER
re-cisèle	reciseler	VER
re-classe	reclasser	VER
re-classer	reclasser	VER
re-connaître	reconnaître	VER
re-contacte	recontacter	VER
re-contactent	recontacter	VER
re-contacter	recontacter	VER
re-contacterai	recontacter	VER
re-convaincra	reconvaincre	VER
re-coup	recoup	NOM
re-crac	recrac	NOM
re-creusés	recreuser	VER
re-croquis	recroquis	NOM
re-création	recréation	NOM
re-créée	recréer	VER
re-cul	recul	NOM
re-diffuses	rediffuser	VER
re-dose	redose	NOM
re-drapeau	redrapeau	NOM
re-déchire	redéchirer	VER
re-déclic	redéclic	NOM
re-décore	redécorer	VER
re-décorer	redécorer	VER
re-déménager	redéménager	VER
re-explique	reexpliquer	VER
re-faim	refaim	NOM
re-frappe	refrapper	VER
re-frappé	refrapper	VER
re-fuse	refuser	VER
re-gomme	regomme	NOM
re-histoires	rehistoire	NOM
re-hygiène	rehygiène	NOM
re-inter	re-inter	NOM
re-kidnappais	rekidnapper	VER
re-lettre	relettre	NOM
re-main	remain	NOM
re-matérialisation	rematérialisation	NOM
re-morphine	remorphine	NOM
re-nés	rené	ADJ
re-paye	repayer	VER
re-penser	repenser	VER
re-potassé	repotasser	VER
re-programmation	reprogrammation	NOM
re-programmée	reprogrammer	VER
re-raconte	reraconter	VER
re-racontées	reraconter	VER
re-remplir	reremplir	VER
re-rentrer	rerentrer	VER
re-respirer	rerespirer	VER
re-ressortait	reressortir	VER
